timestamp,meter_reading
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,53.2397
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,43.0013
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,52.4206
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,23.3036
2016-01-01 00:00:00,0.3746
2016-01-01 00:00:00,0
2016-01-01 00:00:00,175.184
2016-01-01 00:00:00,91.2653
2016-01-01 00:00:00,80.93
2016-01-01 00:00:00,0
2016-01-01 00:00:00,86.2283
2016-01-01 00:00:00,167.392
2016-01-01 00:00:00,10.2748
2016-01-01 00:00:00,96.978
2016-01-01 00:00:00,159.643
2016-01-01 00:00:00,19.597
2016-01-01 00:00:00,324.75
2016-01-01 00:00:00,100
2016-01-01 00:00:00,201.543
2016-01-01 00:00:00,69.3
2016-01-01 00:00:00,16.3061
2016-01-01 00:00:00,19.6809
2016-01-01 00:00:00,117.2
2016-01-01 00:00:00,219.204
2016-01-01 00:00:00,200
2016-01-01 00:00:00,52.25
2016-01-01 00:00:00,229
2016-01-01 00:00:00,299.729
2016-01-01 00:00:00,134.3
2016-01-01 00:00:00,46.4
2016-01-01 00:00:00,9.3
2016-01-01 00:00:00,74.9
2016-01-01 00:00:00,46.8
2016-01-01 00:00:00,8.6786
2016-01-01 00:00:00,31.2
2016-01-01 00:00:00,33.1
2016-01-01 00:00:00,14.3
2016-01-01 00:00:00,82.5987
2016-01-01 00:00:00,17.6
2016-01-01 00:00:00,17.7
2016-01-01 00:00:00,27.2
2016-01-01 00:00:00,26.9
2016-01-01 00:00:00,16.4553
2016-01-01 00:00:00,14.25
2016-01-01 00:00:00,36.438
2016-01-01 00:00:00,0.2421
2016-01-01 00:00:00,12.6071
2016-01-01 00:00:00,0
2016-01-01 00:00:00,8.0204
2016-01-01 00:00:00,20.648
2016-01-01 00:00:00,13.3776
2016-01-01 00:00:00,15.5
2016-01-01 00:00:00,28.0638
2016-01-01 00:00:00,9.7989
2016-01-01 00:00:00,9.435
2016-01-01 00:00:00,100
2016-01-01 00:00:00,6.2
2016-01-01 00:00:00,72.0612
2016-01-01 00:00:00,47.2
2016-01-01 00:00:00,53.102
2016-01-01 00:00:00,161.7
2016-01-01 00:00:00,18.8
2016-01-01 00:00:00,4.594
2016-01-01 00:00:00,7.1
2016-01-01 00:00:00,109.8
2016-01-01 00:00:00,57.75
2016-01-01 00:00:00,114.71
2016-01-01 00:00:00,28.1
2016-01-01 00:00:00,19.49
2016-01-01 00:00:00,11.82
2016-01-01 00:00:00,5.44
2016-01-01 00:00:00,7.4
2016-01-01 00:00:00,0
2016-01-01 00:00:00,68.62
2016-01-01 00:00:00,0
2016-01-01 00:00:00,77.61
2016-01-01 00:00:00,4.5719
2016-01-01 00:00:00,35.1685
2016-01-01 00:00:00,23.4
2016-01-01 00:00:00,10.56
2016-01-01 00:00:00,296.72
2016-01-01 00:00:00,209.886
2016-01-01 00:00:00,120.159
2016-01-01 00:00:00,58.52
2016-01-01 00:00:00,0
2016-01-01 00:00:00,41.0299
2016-01-01 00:00:00,463.8
2016-01-01 00:00:00,51.557
2016-01-01 00:00:00,184.635
2016-01-01 00:00:00,468.71
2016-01-01 00:00:00,176.686
2016-01-01 00:00:00,296.002
2016-01-01 00:00:00,41.88
2016-01-01 00:00:00,11.2891
2016-01-01 00:00:00,33.11
2016-01-01 00:00:00,0
2016-01-01 00:00:00,5.8614
2016-01-01 00:00:00,111.08
2016-01-01 00:00:00,0
2016-01-01 00:00:00,171.04
2016-01-01 00:00:00,19.3427
2016-01-01 00:00:00,179.9
2016-01-01 00:00:00,52.8583
2016-01-01 00:00:00,86.59
2016-01-01 00:00:00,116.337
2016-01-01 00:00:00,20.515
2016-01-01 00:00:00,25.41
2016-01-01 00:00:00,0
2016-01-01 00:00:00,0
2016-01-01 00:00:00,205.64
2016-01-01 00:00:00,130.686
2016-01-01 00:00:00,55.6835
2016-01-01 00:00:00,25.05
2016-01-01 00:00:00,5.8731
2016-01-01 00:00:00,39.37
2016-01-01 00:00:00,0.0703
2016-01-01 00:00:00,2.9307
2016-01-01 00:00:00,20.12
2016-01-01 00:00:00,20.3274
2016-01-01 00:00:00,227.38
2016-01-01 00:00:00,12.5903
2016-01-01 00:00:00,1.31
2016-01-01 00:00:00,146.99
2016-01-01 00:00:00,13.0827
2016-01-01 00:00:00,14.6536
2016-01-01 00:00:00,20.55
2016-01-01 00:00:00,11.7228
2016-01-01 00:00:00,46.86
2016-01-01 00:00:00,3.52
2016-01-01 00:00:00,5.13
2016-01-01 00:00:00,0.6682
2016-01-01 00:00:00,0
2016-01-01 00:00:00,11.28
2016-01-01 00:00:00,6.1545
2016-01-01 00:00:00,4.67
2016-01-01 00:00:00,0
2016-01-01 00:00:00,118.48
2016-01-01 00:00:00,0
2016-01-01 00:00:00,64.4756
2016-01-01 00:00:00,54.85
2016-01-01 00:00:00,82.8922
2016-01-01 00:00:00,49.8221
2016-01-01 00:00:00,687.44
2016-01-01 00:00:00,251.701
2016-01-01 00:00:00,67.4063
2016-01-01 00:00:00,3.39
2016-01-01 00:00:00,242.13
2016-01-01 00:00:00,11.5353
2016-01-01 00:00:00,8.01
2016-01-01 00:00:00,24.1959
2016-01-01 00:00:00,8.7921
2016-01-01 00:00:00,70.93
2016-01-01 00:00:00,96.53
2016-01-01 00:00:00,16.8809
2016-01-01 00:00:00,197.87
2016-01-01 00:00:00,46.2466
2016-01-01 00:00:00,102.45
2016-01-01 00:00:00,63.09
2016-01-01 00:00:00,49.8689
2016-01-01 00:00:00,64.4756
2016-01-01 00:00:00,493.4
2016-01-01 00:00:00,267.14
2016-01-01 00:00:00,99.6441
2016-01-01 00:00:00,143.25
2016-01-01 00:00:00,98.1905
2016-01-01 00:00:00,61.5449
2016-01-01 00:00:00,241.35
2016-01-01 00:00:00,181.786
2016-01-01 00:00:00,99.6441
2016-01-01 00:00:00,24.22
2016-01-01 00:00:00,42.0615
2016-01-01 00:00:00,69.86
2016-01-01 00:00:00,85.8815
2016-01-01 00:00:00,161.74
2016-01-01 00:00:00,169.02
2016-01-01 00:00:00,2.9307
2016-01-01 00:00:00,82.32
2016-01-01 00:00:00,20.2571
